所属省,所属市,所属区(县),营业场所,地址,开办业务,邮政编码
广东省,云浮市,罗定市,中国邮政集团有限公司广东省罗定市华石支局,罗定市华石镇圩,信件、印刷品、包裹、邮政汇兑、报刊订阅,527218
广东省,云浮市,罗定市,中国邮政集团有限公司广东省罗定市苹塘支局,罗定市苹塘镇圩,信件、印刷品、包裹、邮政汇兑、报刊订阅,527219
广东省,云浮市,罗定市,中国邮政集团有限公司广东省罗定市金鸡支局,罗定市金鸡镇圩镇迎宾路4号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527221
广东省,云浮市,罗定市,中国邮政集团有限公司广东省罗定市兴华三路支局,罗定市罗城街道办兴华三路27号第一层第一卡,信件、印刷品、包裹、邮政汇兑、报刊订阅,527299
广东省,云浮市,罗定市,中国邮政集团有限公司广东省罗定市围底支局,罗定市围底镇圩,信件、印刷品、包裹、邮政汇兑、报刊订阅,527222
广东省,云浮市,罗定市,中国邮政集团有限公司广东省罗定市生江支局,罗定市生江镇圩镇20号之一,信件、印刷品、包裹、邮政汇兑、报刊订阅,527223
广东省,云浮市,罗定市,中国邮政集团有限公司广东省罗定市䓣塘支局,罗定市䓣塘镇圩,信件、印刷品、包裹、邮政汇兑、报刊订阅,527224
广东省,云浮市,罗定市,中国邮政集团有限公司广东省罗定市船步支局,罗定市船步镇正东路6号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527225
广东省,云浮市,罗定市,中国邮政集团有限公司广东省罗定市罗平支局,罗定市罗平镇冠军路5号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527226
广东省,云浮市,罗定市,中国邮政集团有限公司广东省罗定市素龙支局,罗定市素龙镇圩11号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527227
广东省,云浮市,罗定市,中国邮政集团有限公司广东省罗定市连州支局,罗定市连州镇圩镇北街15号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527228
广东省,云浮市,罗定市,中国邮政集团有限公司广东省罗定市罗镜支局,罗定市罗镜镇圩镇新北二路2号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527229
广东省,云浮市,罗定市,中国邮政集团有限公司广东省罗定市新乐支局,罗定市附城镇新乐镇圩,信件、印刷品、包裹、邮政汇兑、报刊订阅,527230
广东省,云浮市,罗定市,中国邮政集团有限公司广东省罗定市太平支局,罗定市太平镇圩,信件、印刷品、包裹、邮政汇兑、报刊订阅,527231
广东省,云浮市,罗定市,中国邮政集团有限公司广东省罗定市新榕支局,罗定市罗镜镇新榕街2号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527232
广东省,云浮市,罗定市,中国邮政集团有限公司广东省罗定市分界支局,罗定市分界镇圩,信件、印刷品、包裹、邮政汇兑、报刊订阅,527233
广东省,云浮市,罗定市,中国邮政集团有限公司广东省罗定市扶合支局,龙湾镇圩镇广海南路15号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527235
广东省,云浮市,罗定市,中国邮政集团有限公司广东省罗定市加益支局,罗定市加益镇圩,信件、印刷品、包裹、邮政汇兑、报刊订阅,527236
广东省,云浮市,罗定市,中国邮政集团有限公司广东省罗定市榃滨支局,榃滨镇圩镇迎宾路53号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527238
广东省,云浮市,罗定市,中国邮政集团有限公司广东省罗定市黎少支局,圩镇广海东路240号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527239
广东省,云浮市,罗定市,中国邮政集团有限公司广东省罗定市泗纶支局,罗定市泗沦镇广海中路76号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527245
广东省,云浮市,新兴县,中国邮政集团有限公司广东省新兴县新城支局,广东省云浮市新兴县新城镇环城南路10号（邮政营业楼东卡）,信件、印刷品、包裹、邮政汇兑、报刊订阅,527400
广东省,云浮市,新兴县,中国邮政集团有限公司广东省新兴县东成支局,广东省云浮市新兴县东成镇东成圩新街218号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527421
广东省,云浮市,新兴县,中国邮政集团有限公司广东省新兴县稔村支局,广东省云浮市新兴县稔村镇新街228号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527422
广东省,云浮市,新兴县,中国邮政集团有限公司广东省新兴县北洞支局,广东省云浮市新兴县新城镇新洲大道1号首层,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,527424
广东省,云浮市,新兴县,中国邮政集团有限公司广东省新兴县车岗支局,广东省云浮市新兴县车岗镇车岗圩夏龙社区兴民路73号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527425
广东省,云浮市,新兴县,中国邮政集团公司广东省新兴县水台支局,广东省云浮市新兴县水台镇新街3号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527426
广东省,云浮市,新兴县,中国邮政集团有限公司广东省新兴县大南路支局,广东省云浮市新兴县新城镇大南路（梁秀杰房屋首层第1-6卡）,信件、印刷品、包裹、邮政汇兑、报刊订阅,527428
广东省,云浮市,新兴县,中国邮政集团有限公司广东省新兴县集成支局,广东省云浮市新兴县六祖镇集成圩北路92号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527431
广东省,云浮市,新兴县,中国邮政集团有限公司广东省新兴县里洞支局,广东省云浮市新兴县里洞镇中大道7号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527432
广东省,云浮市,新兴县,中国邮政集团有限公司广东省新兴县大江支局,广东省云浮市新兴县大江镇大江圩,信件、印刷品、包裹、邮政汇兑、报刊订阅,527433
广东省,云浮市,新兴县,中国邮政集团有限公司广东省新兴县天堂邮政所,广东省云浮市新兴县天堂镇天堂圩镇解放南路51号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527434
广东省,云浮市,新兴县,中国邮政集团有限公司广东省新兴县河头支局,广东省云浮市新兴县河头镇河头街128号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527435
广东省,云浮市,新兴县,中国邮政集团有限公司广东省新兴县船岗支局,广东省云浮市新兴县六祖镇船岗圩镇68号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527438
广东省,云浮市,新兴县,中国邮政集团有限公司广东省新兴县簕竹支局,广东省云浮市新兴县勒竹镇勒竹圩新街143号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527439
广东省,云浮市,郁南县,中国邮政集团有限公司广东省郁南县北郊支局,广东郁南县城中路2-3号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,527199
广东省,云浮市,郁南县,中国邮政集团有限公司广东省郁南县平江支局,广东郁南县都城镇平江路98、100号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527199
广东省,云浮市,郁南县,中国邮政集团有限公司广东省郁南县河堤支局,广东省云浮市郁南县广东省云浮市郁南县都城镇江滨中路12号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527199
广东省,云浮市,郁南县,中国邮政集团有限公司广东省郁南县南江口支局,东郁南县南江口镇工业大道25号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527121
广东省,云浮市,郁南县,中国邮政集团有限公司广东省郁南县历洞支局,广东郁南县历洞镇建设路62号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527122
广东省,云浮市,郁南县,中国邮政集团有限公司广东省郁南县东坝支局,广东郁南县东坝镇大坪街(邮政支局大楼),信件、印刷品、包裹、邮政汇兑、报刊订阅,527123
广东省,云浮市,郁南县,中国邮政集团有限公司广东省郁南县宋桂支局,广东郁南县宋桂镇南福二路46号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527124
广东省,云浮市,郁南县,中国邮政集团有限公司广东省郁南县连滩支局,广东郁南县连滩镇泰安路135号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527125
广东省,云浮市,郁南县,中国邮政集团有限公司广东省郁南县河口支局,广东郁南县河口镇城中路谢景源房屋右起第一至第5卡右边,信件、印刷品、包裹、邮政汇兑、报刊订阅,527126
广东省,云浮市,郁南县,中国邮政集团有限公司广东省郁南县大方支局,广东郁南县大方镇城中路46号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527127
广东省,云浮市,郁南县,中国邮政集团有限公司广东省郁南县千官支局,广东郁南县千官镇城中路123号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527128
广东省,云浮市,郁南县,中国邮政集团有限公司广东省郁南县大湾支局,广东郁南县大湾镇沿江路1号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527129
广东省,云浮市,郁南县,中国邮政集团有限公司广东省郁南县大全支局,广东郁南县大全镇平安路23号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527131
广东省,云浮市,郁南县,中国邮政集团有限公司广东省郁南县通门支局,广东郁南县通门镇新开发区(邮政支局大楼),信件、印刷品、包裹、邮政汇兑、报刊订阅,527132
广东省,云浮市,郁南县,中国邮政集团有限公司广东省郁南县柳城支局,广东省云浮市郁南县都城镇柳城路41号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527199
广东省,云浮市,郁南县,中国邮政集团有限公司广东省郁南县宝珠支局,广东郁南县宝珠镇过境公路梁桂添房屋一楼右边,信件、印刷品、包裹、邮政汇兑、报刊订阅,527134
广东省,云浮市,郁南县,中国邮政集团有限公司广东省郁南县建城支局,广东省云浮市郁南县建城镇中山路98号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527135
广东省,云浮市,郁南县,中国邮政集团有限公司广东省郁南县罗顺支局,广东省云浮市郁南县桂圩镇罗顺街振东路6号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527136
广东省,云浮市,郁南县,中国邮政集团有限公司广东省郁南县桂圩邮政所,广东省云浮市郁南县桂圩镇石龙路3号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527137
广东省,云浮市,郁南县,中国邮政集团有限公司广东省郁南县平台支局,广东郁南县平台镇河滨路（邮政支局大楼）,信件、印刷品、包裹、邮政汇兑、报刊订阅,527139
广东省,云浮市,云安区,中国邮政集团有限公司云浮市六都支局,广东省云浮市云安区六都镇府前路2号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,527500
广东省,云浮市,云安区,中国邮政集团公司云浮市高村支局,广东云安县高村镇高讯路5号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527522
广东省,云浮市,云安区,中国邮政集团有限公司云浮市白石支局,广东省云浮市云安区白石镇白石街镇白公路旁,信件、印刷品、包裹、邮政汇兑、报刊订阅,527523
广东省,云浮市,云安区,中国邮政集团有限公司云浮市镇安支局,广东省云浮市云安区镇安镇镇白路211号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527524
广东省,云浮市,云安区,中国邮政集团公司云浮市托洞支局,广东省云浮市云安区石城镇托洞旧街136号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527525
广东省,云浮市,云安区,中国邮政集团有限公司云浮市富林邮政所,广东省云浮市云安区富林镇新街26号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527526
广东省,云浮市,云安区,中国邮政集团有限公司云浮市茶洞支局,广东省云浮市云安区石城镇茶洞新街5号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527527
广东省,云浮市,云安区,中国邮政集团有限公司云浮市杨柳支局,广东省云浮市云安区都杨镇杨柳新街,信件、印刷品、包裹、邮政汇兑、报刊订阅,527322
广东省,云浮市,云安区,中国邮政集团有限公司云浮市都骑支局,广东省云浮市云安区都杨镇麦州街府前二路6号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527325
广东省,云浮市,云城区,中国邮政集团有限公司云浮市南盛支局,广东省云浮市云城区南盛镇府前路5号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527528
广东省,云浮市,云城区,中国邮政集团有限公司云浮市前锋支局,云浮市云城区前锋镇万福中路3号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527529
广东省,云浮市,云城区,中国邮政集团有限公司云浮市马岗支局,云浮市云城区星岩二路44/46号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,527300
广东省,云浮市,云城区,中国邮政集团有限公司云浮市马坪支局,云浮市云城区解放中路61号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,527399
广东省,云浮市,云城区,中国邮政集团有限公司云浮市金马支局,广东省云浮市云城区云城街道新平路与金马路交叉口东南50米,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,527399
广东省,云浮市,云城区,中国邮政集团有限公司云浮市思劳支局,云浮市云城区思劳镇圩镇133号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527326
广东省,云浮市,云城区,中国邮政集团有限公司云浮市安塘支局,云浮市云城区安塘街广海北路（安塘客运站钭对面）,信件、印刷品、包裹、邮政汇兑、报刊订阅,527327
广东省,云浮市,云城区,中国邮政集团有限公司云浮市河口支局,云浮市云城区河口街道府前路118号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,527328
广东省,云浮市,云城区,中国邮政集团有限公司云浮市腰古支局,云浮市云城区腰古镇文昌路112号,信件、印刷品、包裹、邮政汇兑、报刊订阅,527329
广东省,云浮市,云城区,中国邮政集团有限公司云浮市高峰支局,云浮市云城区星岩四路83号左侧,信件、印刷品、包裹、邮政汇兑、报刊订阅,527343
广东省,广州市,黄埔区,广州市黄埔区镇龙邮政支局,"广东省广州市萝岗区九龙镇银龙路189号,周六休",信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511363
广东省,广州市,海珠区,广州市海珠区同福东邮政支局,广州市海珠区同福东路624号,信件、印刷品、包裹、邮政汇兑,510220
广东省,广州市,海珠区,广州市海珠区中海名都邮政支局,中海名都花园A9栋首层134号铺,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510220
广东省,广州市,海珠区,广州市光大花园邮政所,海珠区工业大道光大花园榕景路16,信件、印刷品、包裹、邮政汇兑,510250
广东省,广州市,海珠区,广州市海珠区海联路邮政支局,海联路175-177号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510230
广东省,广州市,海珠区,广州市海珠区逸景邮政支局,逸景路芳盛街39-41号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510305
广东省,广州市,海珠区,广州市海珠区江南西邮政支局,江南西路94号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510240
广东省,广州市,海珠区,广州市海珠区沙园邮政支局,沙园大街9号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510250
广东省,广州市,海珠区,广州市海珠区昌岗路邮政支局,昌岗东路274号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510260
广东省,广州市,海珠区,广州市海珠区中山大学邮政支局,广州市海珠区中山大学西南区488号首层自编101-108房,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510275
广东省,广州市,海珠区,广州市嘉仕花园邮政所,珠区滨江嘉仕花园尚海第C4幢首层自编一,信件、印刷品、包裹、邮政汇兑,510275
广东省,广州市,海珠区,广州市海珠区南石头邮政支局,广纸路18号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务,510280
广东省,广州市,海珠区,广州市海珠区鸣翠花园邮政支局,海珠区瑞宝工业大道新溪路27号首层（8、9,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510288
广东省,广州市,海珠区,广州市金碧花园邮政所,第E幢首层[自然层1]02号房,信件、印刷品、包裹、邮政汇兑,510288
广东省,广州市,海珠区,南洲北路邮政支局,海珠区南洲北路195号101铺,信件、印刷品、包裹、邮政汇兑、报刊订阅,510288
广东省,广州市,海珠区,广州市海珠区沥滘邮政支局,广州市海珠区沥滘北村东大街63号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510290
广东省,广州市,海珠区,广州市聚德中路邮政支局,海珠区聚德中路87-89号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510315
广东省,广州市,海珠区,广州市海珠区敦和邮政支局,敦和路268号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510305
广东省,广州市,海珠区,广州市翠城花园邮政所,广州市海珠区鹭江东约新街49号103铺,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务,510300
广东省,广州市,海珠区,广州市海珠区会展邮政支局,新港中路533号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510310
广东省,广州市,海珠区,广州市宝岗大道邮政所,广州市海珠区宝岗大道路287号,信件、印刷品、包裹、邮政汇兑,510220
广东省,广州市,海珠区,广州市益丰邮政所,广州市海珠区革新路新民四街38号凤凰岗仓库102号,信件、印刷品、包裹、邮政汇兑,510250
广东省,广州市,海珠区,广州市海珠区广东财经大学邮政支局,赤沙路21号广东财经大学内第二综合楼南侧,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510320
广东省,广州市,荔湾区,广州市荔湾区芳村大道西邮政支局,芳村大道西301号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510360
广东省,广州市,荔湾区,广州市荔湾区红棉苑邮政支局,芳村大道北260号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510370
广东省,广州市,荔湾区,广州市茶滘邮政所,东教北路516号,信件、印刷品、包裹、邮政汇兑,510370
广东省,广州市,荔湾区,中海花湾邮政所,广州市荔湾区锦观二街4号116房,信件、印刷品、包裹、邮政汇兑,510380
广东省,广州市,荔湾区,广州市荔湾区鹤洞路邮政支局,广州市荔湾区白鹤洞街道芳村鹤园中十三巷4号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510380
广东省,广州市,荔湾区,广州市逸彩新世界邮政所,芳兴路22号106,信件、印刷品、包裹、邮政汇兑,510380
广东省,广州市,荔湾区,广州市荔湾区四季花园邮政支局,广州市荔湾区芳村花地大道中244号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510380
广东省,广州市,天河区,广州市天河区沙河邮政支局,广东省广州市天河区先烈东路304号，周日休息,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510500
广东省,广州市,天河区,广州市天河区金贵邮政支局,"广东省广州市天河区广园东路金贵东街1号201,周日休息",信件、印刷品、包裹、邮政汇兑,510500
广东省,广州市,天河区,广州市天河区燕塘广场邮政支局,广东省广州市天河区广汕路燕塘广场燕兴路120号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510507
广东省,广州市,天河区,广州市天河区粤垦路邮政支局,广东省广州市天河区粤垦路201、203号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510507
广东省,广州市,天河区,广州市天河区上元岗邮政支局,广东省广州市天河区元岗路525号首层,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510507
广东省,广州市,天河区,广州市天河区龙洞邮政支局,广东省广州市天河区广汕公路龙洞村口广汕一路17号，周日休息,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510520
广东省,广州市,黄埔区,广州市萝岗街道邮政支局,广东省广州市萝岗区香雪三路3号第102铺,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510530
广东省,广州市,天河区,广州市天河区体育东路邮政支局,广东省广州市天河区体育东路7号，周六休,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510620
广东省,广州市,天河区,广州市天河区天河东邮政支局,广东省广州市天河区天河东路155号骏源大厦首层,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510620
广东省,广州市,天河区,广州市天河区天河南邮政支局,"广东省广州市天河区天河南二路8号,9-17点,周日休",信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510620
广东省,广州市,天河区,广州市伊顿邮画堂邮政所,"广东省广州市天河区龙口西路240号201房（伊顿18）,周日休息",信件、印刷品、包裹、邮政汇兑,510630
广东省,广州市,天河区,广州市天河区石牌邮政支局,广东省广州市天河区中山大道西82号(26号),信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510630
广东省,广州市,天河区,广州市天河区天寿路邮政支局,"广东省广州市天河区天润路2号101房,周六休息",信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510630
广东省,广州市,天河区,广州市天河区汇彩路邮政支局,广东省广州市天河区盈汇街8号、10号、12号首层商铺,信件、印刷品、包裹、邮政汇兑、报刊订阅,510660
广东省,广州市,天河区,广州市天河区车陂路邮政支局,广东省广州市天河区中山大道车陂高地大街68号综合楼首层A03,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510660
广东省,广州市,天河区,广州市邮电学院邮政所,"广东省广州市天河区中山大道西191号广东邮电职业技术学院学生宿舍区212栋首层实训室,周日休息",信件、印刷品、包裹、邮政汇兑,510630
广东省,广州市,天河区,广州市天河区华景新城邮政支局,"广东省广州市天河区华景新城六期陶然庭首层22号商铺,逢周六休息",信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510630
广东省,广州市,天河区,广州市天河区信源邮政支局,"广东省广州市天河区天河北路898号信源大厦首层大堂,周六日休息",信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510898
广东省,广州市,天河区,广州市天河区五山邮政支局,广东省广州市天河区粤汉路1号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510640
广东省,广州市,天河区,广州市天河区乐意居花苑邮政支局,"广东省广州市天河区乐意居花苑长兴路美景街27-29号,周六休息",信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510650
广东省,广州市,天河区,广州市天河区福颖苑邮政支局,广东省广州市天河区员村西街1号大院1号103号铺，逢周日休息,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510655
广东省,广州市,天河区,广州市天河区羊城花园邮政支局,"广州市天河区中山大道中400-406号首层,周日休息",信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510660
广东省,广州市,天河区,广州市天河区东圃邮政支局,广州市天河区东圃二马路62号，周六休息,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510660
广东省,广州市,天河区,广州市天河区加拿大花园邮政支局,广州市天河区枫叶路珠江俊园1-2栋101自编04、05号铺,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510665
广东省,广州市,天河区,广州市天河区棠德邮政支局,广州市天河区棠德花苑棠德路邮政综合楼棠德路105号首层，9:30-16:30,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510665
广东省,广州市,黄埔区,广州市黄埔区黄埔邮政支局,广州市黄埔区中山大道东502号，周日休,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510700
广东省,广州市,天河区,广州市珠江俊园邮政所,"广州市天河区枫叶路珠江俊园自编3号首层18铺,周日休息",信件、印刷品、包裹、邮政汇兑,510640
广东省,广州市,黄埔区,广州市黄埔区鱼珠邮政支局,"广州市黄埔区黄埔大道东933号首层1、2号铺,周六休息",信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510710
广东省,广州市,黄埔区,广州市黄埔区长洲邮政支局,"广州市黄埔区长洲街金洲北路516号临街B栋18号首层,周六休息",信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510715
广东省,广州市,黄埔区,广州市黄埔区文冲邮政支局,"广州市黄埔区广新路615号,周六休息",信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510725
广东省,广州市,黄埔区,广州市黄埔区万科城市花园邮政支局,"广州市黄埔区石化路161号45房（万科小区）,周日休息",信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510725
广东省,广州市,黄埔区,广州市黄埔区经济开发区邮政支局,"广州经济技术开发区开发大道799号,周日休",信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510730
广东省,广州市,天河区,广州市天河区东塔邮政支局,广州市天河区珠江东路6号101、204,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510623
广东省,广州市,黄埔区,广州市黄埔区黄埔东邮政支局,"广东省广州市黄埔区南岗街道黄埔东路3521、3523号首层自编101房,周六休息",信件、印刷品、包裹、邮政汇兑,510760
广东省,广州市,增城区,广州市增城区新塘邮政支局,广州市增城区新墉镇群贤路255号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511348
广东省,惠州市,惠阳区,惠州市大亚湾澳头邮政支局,大亚湾澳头镇马庙虎爪村37号,信件、印刷品、包裹、邮政汇兑、报刊订阅,516081
广东省,惠州市,惠阳区,惠州市大亚湾大温坝邮政支局,惠州市澳头安惠大道40号,信件、印刷品、包裹、邮政汇兑、报刊订阅,516081
广东省,惠州市,惠阳区,惠州市大亚湾霞涌邮政代办所,惠州市大亚湾霞涌霞光东路44号,信件、印刷品、包裹、邮政汇兑、报刊订阅,516082
广东省,惠州市,惠阳区,惠州市大亚湾西区邮政支局,惠州大亚湾西区开城大道南9-1号,信件、印刷品、包裹、邮政汇兑、报刊订阅,516083
广东省,惠州市,惠阳区,惠州市大亚湾响水河邮政代办所,惠州市大亚湾区石化大道西御大峡谷105号商铺,信件、印刷品、包裹、邮政汇兑、报刊订阅,516083
广东省,惠州市,惠阳区,惠州市大亚湾上田邮政代办所,大亚湾西区东联新民路11号,信件、印刷品、包裹、邮政汇兑、报刊订阅,516083
广东省,惠州市,惠阳区,中国邮政集团有限公司惠州市新寮邮政支局,惠州市大亚湾经济开发区龙山二路22号,信件、印刷品、包裹、邮政汇兑、报刊订阅,516085
广东省,惠州市,惠阳区,惠州市大亚湾茶山邮政代办所,惠阳区西区街道办茶山村,信件、印刷品、包裹、邮政汇兑、报刊订阅,516083
广东省,河源市,源城区,中国邮政集团公司河源市埔前支局,广东省河源市源城区埔前镇埔前镇建设路10号,信件、印刷品、包裹、邮政汇兑、报刊订阅,517025
广东省,广州市,海珠区,广交会（A）邮政支局,琶洲国际会展中心内,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务,510335
广东省,广州市,海珠区,广交会（B）邮政支局,阅江中路380号会展中心13.2馆,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务,510335
广东省,珠海市,金湾区,珠海市南水邮政营业厅,广东省珠海市高栏港经济区南水镇南港路618号5幢9号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,519050
广东省,珠海市,金湾区,珠海市下金龙邮政代办所,广东省珠海市金湾区南水镇下金龙火电生活区,信件、印刷品、包裹、邮政汇兑、报刊订阅,519050
广东省,珠海市,金湾区,珠海市平沙邮政营业厅,广东省珠海市金湾区平沙镇美平一街17、19号商铺,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,519055
广东省,河源市,源城区,中国邮政集团公司河源市朱门亭营业处,广东省河源市源城区源西街道朱门亭邮政大院,信件、印刷品、包裹、邮政汇兑、报刊订阅,517099
广东省,河源市,源城区,中国邮政集团公司河源市零贰代办所,河源市高新区技术开发区科技4路生活配套区,信件、印刷品、包裹、邮政汇兑、报刊订阅,517003
广东省,河源市,源城区,中国邮政集团公司河源市兴源营业处,广东省河源市源城区东埔街道兴源路66号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,517001
广东省,河源市,源城区,中国邮政集团公司河源市东埔营业处,广东省河源市源城区东埔街道河源大道北10号,信件、印刷品、包裹、邮政汇兑、报刊订阅,517001
广东省,河源市,源城区,中国邮政集团公司河源市长安街营业处,广东省河源市源城区东埔街道河源大道北10号,信件、印刷品、包裹、邮政汇兑、报刊订阅,517001
